DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2000,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Count_2020,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,Aridity_2020,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Day_Land_Surface_Temp_2020,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Diurnal_Temperature_Range_2020,Drought_Episodes,Elevation,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Enhanced_Vegetation_Index_2020,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Frost_Days_2020,Global_Human_Footprint,Growing_Season_Length,Irrigation,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Land_Surface_Temperature_2020,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Maximum_Temperature_2020,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Mean_Temperature_2020,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Minimum_Temperature_2020,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,Night_Land_Surface_Temp_2020,PET_2000,PET_2005,PET_2010,PET_2015,PET_2020,Precipitation_2000,Precipitation_2005,Precipitation_2010,Precipitation_2015,Precipitation_2020,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Rainfall_2020,Temperature_January,Temperature_February,Temperature_March,Temperature_April,Temperature_May,Temperature_June,Temperature_July,Temperature_August,Temperature_September,Temperature_October,Temperature_November,Temperature_December,Travel_Times,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,U5_Population_2020,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Count_2020,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,UN_Population_Density_2020,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015,Wet_Days_2020
BD201800000152,BDGE7SFL,BD,2018,152,BD2017DHS,370878.8125,348393.2813,417782.9375,393091.5625,426599,72.6255722,52.71372604,56.94271088,90.16936493,72.10480499,28.62684822,28.33082008,28.211689,29.01384926,29.27010918,8.729282379,7.824103355,8.244096756,8.374204636,8.365306854,7,8.73339653,0.264267296,0.263857067,0.282614291,0.263926864,0.31595993,0,0,0,0,0,83.83003998,11,14.13409996,25.07863045,24.86795235,25.04314423,25.35402107,25.6245079,5.487693787,2670.270752,3.569352388,0.005171504,0.157579958,29.7972374,30.0768528,30.64949417,29.60390663,29.6963253,25.40135956,26.13925171,26.50418282,25.38919258,25.48482323,21.06795502,22.25274849,22.40539742,21.229702,21.33101845,8.042562485,21.53041458,21.40508461,21.87459946,21.69419479,21.97890472,3.320240259,3.33661747,3.318938017,3.268142462,3.255309582,241.1343384,175.8855438,188.9893494,294.6863403,234.723465,3080.52832,2334.94165,2791.239502,3686.753418,3250.737061,20.06254768,22.27287674,25.90689087,27.85585022,28.54121399,28.12174797,27.77705383,27.80323792,28.24604797,27.67656517,24.73574638,21.13927841,0,39417.79688,39313.36719,36892.20313,36304.39063,36570.98047,244483.8125,265914.2813,281073.8125,296587.3125,311151.9375,13554.07715,14742.17285,15582.61035,16442.67188,17250.12891,9.421491623,8.694278717,8.102906227,8.512150764,8.730614662
BD201800000153,BDGE7SFL,BD,2018,153,BD2017DHS,96659.14844,77327.0625,124266.2109,98060.55469,107589.8047,73.60655212,53.80957794,57.2776413,93.38993073,73.4723587,28.29055595,28.36427116,28.27259254,28.89101982,28.94645691,8.732060432,7.810908794,8.260764122,8.373857498,8.339612007,7,6.575520992,0.247761115,0.249376386,0.258581251,0.225588188,0.221783191,0,0,0,0,0,76.10020447,11,0.625995934,24.77959251,25.12548828,25.18143463,25.36816978,25.3800869,22.9312973,355.3886719,36.77805328,0.030958416,1.645029545,29.85661125,30.12546349,30.71303558,29.66432381,29.73590851,25.45761108,26.19168091,26.55800056,25.44856834,25.53378296,21.12455177,22.31455421,22.45227242,21.29046631,21.39629745,19.3747406,21.26862717,21.8867054,22.09027672,21.84531975,21.81371689,3.330309629,3.346687078,3.3297019,3.279947996,3.263990164,245.1326141,180.0838013,190.7174683,306.3141174,239.8130493,3144,2405,2793,3669,3219.337402,20.42345619,22.29259109,25.71234703,27.69753075,28.53827095,28.27407455,27.95185089,27.85432053,28.29629517,27.80123329,25.1222229,21.66172791,0.259765625,8864.508789,8725.734375,9082.548828,9056.486328,9223.333008,78369.82031,85239.40625,90098.83594,95071.71875,99740.4375,7502.816406,8160.483398,8625.706055,9101.790039,9548.754883,9.498053551,8.674487114,8.096483231,8.405797005,8.783496857
BD201800000154,BDGE7SFL,BD,2018,154,BD2017DHS,296077.9375,156363.8438,353285.5625,164052,189774.75,73.12743378,53.28660583,57.12324905,91.79541016,72.81746674,29.0826149,28.72989655,28.40844727,29.30386353,29.35593605,8.730208397,7.816927433,8.251041412,8.373046875,8.352343559,7,7.104492664,0.240798295,0.232751563,0.265276045,0.247014061,0.29003945,0,0,0,0,0,83.84770203,11,4.817370415,25.29137611,25.33366394,25.29115486,25.6224308,25.66881943,9.714711189,1652.378418,6.819356441,0.006060156,0.637447,29.82408905,30.09791756,30.67773438,29.63099098,29.71276093,25.42682266,26.16263008,26.52825546,25.41627693,25.50612068,21.0938797,22.2809906,22.42669296,21.25794411,21.36041641,22.18858337,21.50013733,21.93743134,22.17386246,21.94099998,21.9817028,3.324869871,3.341015816,3.323567867,3.273697853,3.259244919,243.1392059,178.0313721,189.8529968,300.510437,237.3299561,3104.623535,2338.253174,2755.122803,3662.617188,3241.375,20.30335236,22.2866497,25.77686119,27.74842644,28.53809738,28.22261429,27.89297867,27.83549118,28.27797318,27.76021767,24.98298836,21.47706032,0.459960938,17650.44141,17644.39648,16372.16992,15151.19727,16268.78809,33754.66797,36713.46875,38806.47266,40948.33984,42959.20703,1999.04834,2174.2771,2298.230713,2425.078369,2544.16748,9.460195541,8.686015129,8.099596024,8.459673882,8.757096291
BD201800000155,BDGE7SFL,BD,2018,155,BD2017DHS,71855.39844,60421.12109,98617.05469,80286.76563,84794.625,73.20362854,53.08967972,57.13703918,91.05826569,72.58662415,28.30204582,27.95649529,27.85256958,28.7275753,28.54087067,8.723958969,7.808767319,8.234375,8.364106178,8.352517128,7,6.609374523,0.265063047,0.257239074,0.280468762,0.280206591,0.32519421,0,0,0,0,0,63.30198669,11,14.32758141,24.83852196,24.68295479,24.78800774,25.0986824,24.8824234,49.71689606,8113.433594,61.18620682,0.034401625,2.521733761,29.79431534,30.06458282,30.64205742,29.59956741,29.6872406,25.4009552,26.13493919,26.50125885,25.38893318,25.4817276,21.07035637,22.25581741,22.40768242,21.23546028,21.33472252,6.594138145,21.375,21.40941238,21.72344589,21.46979141,21.22397614,3.321310759,3.338498354,3.319835186,3.270746469,3.257074833,243.1320038,177.2398071,189.6855469,297.8284912,236.4200592,3113.624268,2317.959961,2797.452881,3704.663574,3244.080078,20.14360237,22.29094124,25.90013123,27.84916306,28.54990387,28.17968178,27.84643555,27.82639885,28.26033974,27.7124424,24.78049278,21.2159996,0.836914063,5703.847656,6818.035645,7350.26123,7414.969727,7269.174805,26428.65039,28745.2793,30384.02344,32061.02734,33635.46094,1528.420288,1662.395386,1757.167236,1854.151611,1945.204224,9.48192215,8.702525139,8.117869377,8.482721329,8.765299797
BD201800000156,BDGE7SFL,BD,2018,156,BD2017DHS,296077.9375,156363.8438,353285.5625,164052,189774.75,73.12743378,53.28660583,57.12324905,91.79541016,72.81746674,29.0826149,28.72989655,28.40844727,29.30386353,29.35593605,8.730208397,7.816927433,8.251041412,8.373046875,8.352343559,7,7.104492664,0.240798295,0.232751563,0.265276045,0.247014061,0.29003945,0,0,0,0,0,83.84770203,11,4.817370415,25.29137611,25.33366394,25.29115486,25.6224308,25.66881943,9.714711189,1652.378418,6.819356441,0.006060156,0.637447,29.82408905,30.09791756,30.67773438,29.63099098,29.71276093,25.42682266,26.16263008,26.52825546,25.41627693,25.50612068,21.0938797,22.2809906,22.42669296,21.25794411,21.36041641,22.18858337,21.50013733,21.93743134,22.17386246,21.94099998,21.9817028,3.324869871,3.341015816,3.323567867,3.273697853,3.259244919,243.1392059,178.0313721,189.8529968,300.510437,237.3299561,3104.623535,2338.253174,2755.122803,3662.617188,3241.375,20.30335236,22.2866497,25.77686119,27.74842644,28.53809738,28.22261429,27.89297867,27.83549118,28.27797318,27.76021767,24.98298836,21.47706032,0.459960938,17650.44141,17644.39648,16372.16992,15151.19727,16268.78809,33754.66797,36713.46875,38806.47266,40948.33984,42959.20703,1999.04834,2174.2771,2298.230713,2425.078369,2544.16748,9.460195541,8.686015129,8.099596024,8.459673882,8.757096291
BD201800000157,BDGE7SFL,BD,2018,157,BD2017DHS,370878.8125,348393.2813,417782.9375,393091.5625,426599,72.6255722,52.71372604,56.94271088,90.16936493,72.10480499,28.62684822,28.33082008,28.211689,29.01384926,29.27010918,8.729282379,7.824103355,8.244096756,8.374204636,8.365306854,7,8.73339653,0.264267296,0.263857067,0.282614291,0.263926864,0.31595993,0,0,0,0,0,83.83003998,11,14.13409996,25.07863045,24.86795235,25.04314423,25.35402107,25.6245079,5.487693787,2670.270752,3.569352388,0.005171504,0.157579958,29.7972374,30.0768528,30.64949417,29.60390663,29.6963253,25.40135956,26.13925171,26.50418282,25.38919258,25.48482323,21.06795502,22.25274849,22.40539742,21.229702,21.33101845,8.042562485,21.53041458,21.40508461,21.87459946,21.69419479,21.97890472,3.320240259,3.33661747,3.318938017,3.268142462,3.255309582,241.1343384,175.8855438,188.9893494,294.6863403,234.723465,3080.52832,2334.94165,2791.239502,3686.753418,3250.737061,20.06254768,22.27287674,25.90689087,27.85585022,28.54121399,28.12174797,27.77705383,27.80323792,28.24604797,27.67656517,24.73574638,21.13927841,0,39417.79688,39313.36719,36892.20313,36304.39063,36570.98047,244483.8125,265914.2813,281073.8125,296587.3125,311151.9375,13554.07715,14742.17285,15582.61035,16442.67188,17250.12891,9.421491623,8.694278717,8.102906227,8.512150764,8.730614662
BD201800000158,BDGE7SFL,BD,2018,158,BD2017DHS,71855.39844,60421.12109,98617.05469,80286.76563,84794.625,73.20362854,53.08967972,57.13703918,91.05826569,72.58662415,28.30204582,27.95649529,27.85256958,28.7275753,28.54087067,8.723958969,7.808767319,8.234375,8.364106178,8.352517128,7,6.609374523,0.265063047,0.257239074,0.280468762,0.280206591,0.32519421,0,0,0,0,0,63.30198669,11,14.32758141,24.83852196,24.68295479,24.78800774,25.0986824,24.8824234,49.71689606,8113.433594,61.18620682,0.034401625,2.521733761,29.79431534,30.06458282,30.64205742,29.59956741,29.6872406,25.4009552,26.13493919,26.50125885,25.38893318,25.4817276,21.07035637,22.25581741,22.40768242,21.23546028,21.33472252,6.594138145,21.375,21.40941238,21.72344589,21.46979141,21.22397614,3.321310759,3.338498354,3.319835186,3.270746469,3.257074833,243.1320038,177.2398071,189.6855469,297.8284912,236.4200592,3113.624268,2317.959961,2797.452881,3704.663574,3244.080078,20.14360237,22.29094124,25.90013123,27.84916306,28.54990387,28.17968178,27.84643555,27.82639885,28.26033974,27.7124424,24.78049278,21.2159996,0.836914063,5703.847656,6818.035645,7350.26123,7414.969727,7269.174805,26428.65039,28745.2793,30384.02344,32061.02734,33635.46094,1528.420288,1662.395386,1757.167236,1854.151611,1945.204224,9.48192215,8.702525139,8.117869377,8.482721329,8.765299797
BD201800000159,BDGE7SFL,BD,2018,159,BD2017DHS,247000.0625,259680.8906,286298.0313,320895.0313,351995.5938,72.49562836,53.1562767,56.9411087,91.670784,72.62297058,29.90688133,29.46943283,29.71184349,29.9949646,30.47956657,8.740857124,7.839265347,8.274652481,8.390118599,8.364727974,7,9.874026299,0.310436159,0.297862977,0.31797561,0.289890707,0.333401293,0,0,0,0,0,75.62462616,11,0.140096024,25.57607079,25.5548439,25.89484596,26.09123802,26.63975906,15.39229393,532.4921875,42.80830765,0.009752977,2.024215937,29.85111427,30.13703728,30.71378708,29.66050339,29.74065399,25.44777298,26.18896103,26.55250359,25.43867302,25.52724266,21.1102581,22.29777336,22.4391346,21.27038574,21.37592697,7.801646233,21.24526024,21.64025497,22.07784653,22.18751335,22.79995155,3.3265481,3.340379238,3.32489872,3.273350716,3.258839846,241.1602173,177.5621033,189.3234253,300.0706177,236.6666412,3087.409668,2389.736084,2733.409668,3607.923584,3193.877441,20.18307114,22.24427032,25.72954369,27.70067406,28.50194931,28.09484291,27.7391243,27.7689724,28.23950386,27.69888115,24.89524841,21.33823967,0.695898473,32253.64648,29302.89258,29709.71094,29636.60352,30175.4668,297279.1875,323337.5,341770.6875,360634.25,378344.0625,16017.12402,17421.12109,18414.28516,19430.63477,20384.82422,9.378881454,8.664522171,8.06616497,8.467457771,8.714289665
BD201800000160,BDGE7SFL,BD,2018,160,BD2017DHS,687520.0625,787955.8125,792253.5625,893717,951490.5,72.56054688,52.93512726,56.94190979,90.92067719,72.36402893,29.60583305,29.26420021,29.41165733,29.87014198,30.33556557,8.735070229,7.831684113,8.259374619,8.38216114,8.365017891,7,21.49999809,0.279410422,0.272988558,0.302114934,0.276839405,0.331770927,0,0,0,0,0,89.17054749,11,4.835896492,25.50185776,25.473629,25.7928257,25.95723724,26.4432373,3.01351738,277.8177185,5.569621086,0.003025,0.052381217,29.82417488,30.10694504,30.68164063,29.63220596,29.7184906,25.42456627,26.16410637,26.5283432,25.4139328,25.50603294,21.08910561,22.27526093,22.42226601,21.25004387,21.35347176,12.68013954,21.39788055,21.68305588,22.17399216,22.0443325,22.55091095,3.32339406,3.338498354,3.321918488,3.270746469,3.257074833,241.1472778,176.7238312,189.1563873,297.378479,235.6950531,3087.833008,2369.856689,2757.830811,3648.099854,3251.678711,20.13619232,22.25245857,25.78913879,27.75248718,28.51402473,28.0988121,27.74583244,27.77801323,28.24010086,27.68858719,24.83575058,21.26289558,0.010742188,89027.11719,88914.44531,84075.15625,82540.1875,81568.26563,697119.75,758226.5,801452.3125,845687.375,887216.875,35036.11328,38107.24219,40279.69922,42502.88281,44590.08984,9.400186539,8.679400444,8.084535599,8.489804268,8.722452164
BD201800000161,BDGE7SFL,BD,2018,161,BD2017DHS,687520.0625,787955.8125,792253.5625,893717,951490.5,72.56054688,52.93512726,56.94190979,90.92067719,72.36402893,29.60583305,29.26420021,29.41165733,29.87014198,30.33556557,8.735070229,7.831684113,8.259374619,8.38216114,8.365017891,7,21.49999809,0.279410422,0.272988558,0.302114934,0.276839405,0.331770927,0,0,0,0,0,89.17054749,11,4.835896492,25.50185776,25.473629,25.7928257,25.95723724,26.4432373,3.01351738,277.8177185,5.569621086,0.003025,0.052381217,29.82417488,30.10694504,30.68164063,29.63220596,29.7184906,25.42456627,26.16410637,26.5283432,25.4139328,25.50603294,21.08910561,22.27526093,22.42226601,21.25004387,21.35347176,12.68013954,21.39788055,21.68305588,22.17399216,22.0443325,22.55091095,3.32339406,3.338498354,3.321918488,3.270746469,3.257074833,241.1472778,176.7238312,189.1563873,297.378479,235.6950531,3087.833008,2369.856689,2757.830811,3648.099854,3251.678711,20.13619232,22.25245857,25.78913879,27.75248718,28.51402473,28.0988121,27.74583244,27.77801323,28.24010086,27.68858719,24.83575058,21.26289558,0.010742188,89027.11719,88914.44531,84075.15625,82540.1875,81568.26563,697119.75,758226.5,801452.3125,845687.375,887216.875,35036.11328,38107.24219,40279.69922,42502.88281,44590.08984,9.400186539,8.679400444,8.084535599,8.489804268,8.722452164
BD201800000162,BDGE7SFL,BD,2018,162,BD2017DHS,294161.875,428958.3125,337290.375,506006.8125,543639.9375,71.99314117,52.58311844,56.76038742,90.04436493,71.90999603,29.04825783,28.66090202,28.89614296,29.21826363,29.66716385,8.739931107,7.846441269,8.267708778,8.39127636,8.377691269,7,22.65135956,0.338900954,0.335223794,0.355154872,0.349394083,0.394490063,0,0,0,0,0,84.47032928,11,7.404808044,25.11534309,24.95406151,25.31409264,25.43286133,25.94240952,14.14307976,1602.940308,23.16644287,0.01218951,0.1875889,29.82426262,30.11597252,30.68554688,29.63342094,29.72421837,25.42230988,26.16558266,26.52842903,25.41158867,25.50594711,21.08433151,22.26953125,22.41783905,21.24214554,21.34652901,7.873794556,21.18243027,21.2472229,21.73204041,21.64745712,22.21765327,3.321918488,3.335980892,3.320269108,3.267795086,3.254904509,239.1553497,175.416275,188.4597778,294.2465515,234.0601654,3093.460693,2393.710693,2796.895264,3655.394775,3299.291504,19.9608078,22.21640778,25.81068802,27.76498032,28.49326324,27.97368622,27.59923363,27.72028923,28.19962311,27.59763908,24.66648293,21.03556252,0.204101563,48542.52344,48404.48438,47620.94531,46732.79688,46604.53125,383054.25,416631.25,440383.0313,464689.375,487509.0313,19257.45117,20945.48242,22139.56641,23361.5293,24508.75195,9.340177536,8.672785759,8.069475174,8.519934654,8.687808037
BD201800000163,BDGE7SFL,BD,2018,163,BD2017DHS,95902.01563,94482.14063,75817.16406,90661.88281,99501.03125,73.6938324,53.63755417,57.30441284,92.66855621,73.27029419,28.03128815,27.79354095,27.57076454,28.48191071,28.33239174,8.725347519,7.802170277,8.242708206,8.36393261,8.339670181,7,6.674806118,0.265953332,0.264003456,0.280793756,0.258256942,0.30023703,0,0,0,0,0,76.18167114,11,6.140962601,24.65597725,24.68914604,24.71615791,25.0214119,24.73454666,26.18066025,137.7944336,15.21350956,0.016076406,1.052453637,29.82400131,30.08888817,30.67382813,29.629776,29.70703125,25.42908096,26.1611557,26.52816963,25.41862106,25.50620651,21.09865379,22.28672028,22.43111992,21.26584244,21.36736107,11.41325283,21.28066444,21.58474922,21.86155319,21.5609169,21.13670349,3.326345444,3.343533039,3.325217009,3.276649237,3.261415005,245.131134,179.3389282,190.5496216,303.6423645,238.9648438,3106.566895,2328.133301,2782.625977,3699.371338,3228.044189,20.33028793,22.29592323,25.77895737,27.75179291,28.54523087,28.23710823,27.90628052,27.84376144,28.28774834,27.77271271,25.00580978,21.50955582,1.240559936,12855.04199,10661.54688,9266.063477,8373.174805,8529.908203,62419.21484,67890.63281,71761.02344,75721.77344,79440.26563,3586.754883,3901.155518,4123.557129,4351.151367,4564.824707,9.52020359,8.692629814,8.114657402,8.429544449,8.791740417
BD201800000164,BDGE7SFL,BD,2018,164,BD2017DHS,26816.97461,33683.07813,29700.28906,41442.07422,49834.17188,55.10472488,46.48944855,54.33138657,59.28365326,59.58063126,28.43465996,28.18204498,28.53237534,28.78300095,28.57882118,9.034244537,8.966146469,9.337760925,9.063672066,8.95703125,4,10.07421875,0.31437102,0.325253129,0.338207304,0.338138014,0.315695763,0,0,0,0,0,45.67853165,11,35.44434357,25.1981411,25.03257179,24.52000618,24.81031227,25.20600128,236.6684723,1392.928833,238.6303253,0.286331296,14.68423939,29.84049416,30.58151054,31.26770973,29.87018394,30.00976563,25.29596329,26.07304764,26.57135391,25.31419182,25.50820351,20.80625153,21.61536407,21.92994881,20.80651093,21.05273438,1.065508246,21.96162415,21.88309669,20.50763893,20.8376255,21.83318329,3.305989742,3.319270849,3.362239599,3.274348974,3.237760544,182.1756592,154.3110657,182.6751251,194.1153717,192.9078217,2142.622559,1917.997803,1767.062256,2116.061523,2224.731445,17.77265167,20.76054192,25.440485,28.14323425,28.41104317,28.57938957,28.3991909,28.58847809,28.33301926,27.22969055,23.55911255,19.10075188,2.830078125,3237.294434,3160.928711,3023.872803,3144.656494,3497.984619,19747.4043,23806.08398,27890.29102,32619.07031,37929.56641,1004.267334,1210.674194,1418.37915,1658.86438,1928.933228,7.42699194,7.44423151,7.670911312,7.361158848,7.508971214
BD201800000165,BDGE7SFL,BD,2018,165,BD2017DHS,491175.4688,450806.125,663266,584246.6875,698808.3125,52.8311615,45.37308884,53.57456589,59.26345444,57.74975586,28.46795464,28.27653503,29.02386475,30.14278412,29.89669037,9.016016006,8.872656822,9.254166603,8.978515625,8.901562691,4,7.440429211,0.232089207,0.232063547,0.21456562,0.219161451,0.244051233,0,0,0,0,0,89.45121002,11,32.21991348,25.58410263,25.3227005,25.20147324,25.83126831,25.84184647,17.16074753,3134.287354,31.9090271,0.123377427,7.561835766,29.88671875,30.5858078,31.25078201,29.90950584,30.03567696,25.35390663,26.1251297,26.59856796,25.39713478,25.55963516,20.87070274,21.71315002,21.99661446,20.93099022,21.13411522,11.46502495,22.70024872,22.36886406,21.37908363,21.5197506,21.78700256,3.310026169,3.322135448,3.348307371,3.273307323,3.231770992,174.8725281,150.7355499,179.3841095,193.9875031,186.6339874,2321.495117,1922.186279,1817.684692,2342.745117,2155.382813,18.72942352,21.27987099,25.32527351,28.01306725,28.73904419,28.64388847,28.45442009,28.52975082,28.48504257,27.53458786,24.07029724,20.20568275,0,39440.08203,42447.41016,42402.19922,44454.54297,49186.08203,346212.3438,417221.1563,488630.4063,571282.875,664068.25,19480.58398,23476.08984,27494.125,32144.79297,37365.61719,7.562122345,7.597603798,7.828801632,7.602135181,7.695637703
BD201800000166,BDGE7SFL,BD,2018,166,BD2017DHS,491175.4688,450806.125,663266,584246.6875,698808.3125,52.8311615,45.37308884,53.57456589,59.26345444,57.74975586,28.46795464,28.27653503,29.02386475,30.14278412,29.89669037,9.016016006,8.872656822,9.254166603,8.978515625,8.901562691,4,7.440429211,0.232089207,0.232063547,0.21456562,0.219161451,0.244051233,0,0,0,0,0,89.45121002,11,32.21991348,25.58410263,25.3227005,25.20147324,25.83126831,25.84184647,17.16074753,3134.287354,31.9090271,0.123377427,7.561835766,29.88671875,30.5858078,31.25078201,29.90950584,30.03567696,25.35390663,26.1251297,26.59856796,25.39713478,25.55963516,20.87070274,21.71315002,21.99661446,20.93099022,21.13411522,11.46502495,22.70024872,22.36886406,21.37908363,21.5197506,21.78700256,3.310026169,3.322135448,3.348307371,3.273307323,3.231770992,174.8725281,150.7355499,179.3841095,193.9875031,186.6339874,2321.495117,1922.186279,1817.684692,2342.745117,2155.382813,18.72942352,21.27987099,25.32527351,28.01306725,28.73904419,28.64388847,28.45442009,28.52975082,28.48504257,27.53458786,24.07029724,20.20568275,0,39440.08203,42447.41016,42402.19922,44454.54297,49186.08203,346212.3438,417221.1563,488630.4063,571282.875,664068.25,19480.58398,23476.08984,27494.125,32144.79297,37365.61719,7.562122345,7.597603798,7.828801632,7.602135181,7.695637703
BD201800000167,BDGE7SFL,BD,2018,167,BD2017DHS,12057.71777,13432,17177.36133,18916.44531,22394.76172,50.02099228,44.64367676,50.10144806,57.26824188,56.13401031,27.50793648,26.88210487,27.20666695,27.38350487,27.29381561,9.04032135,8.885894775,9.261371613,8.990234375,8.907595634,4,6.610351563,0.310323089,0.336243927,0.349566847,0.348087341,0.36014536,0,0,0,0,0,52.89162827,11,16.30114746,25.03746796,24.50476456,24.50665665,24.21121025,24.58937263,138.0175171,1772.34021,185.5697327,0.696539998,22.79706192,29.94943619,30.64717865,31.32126808,29.94948006,30.05807304,25.40572929,26.18316078,26.66089439,25.43185806,25.57903671,20.90911484,21.76128387,22.05989647,20.95924568,21.15047836,0.247152627,22.56699944,22.12742424,21.80664825,21.03891754,21.88492966,3.332769156,3.348263979,3.371744871,3.296441078,3.246267319,166.7084198,149.4788208,168.9292908,188.7813873,182.2259979,2138.561035,1820.811035,1640.477905,2257.580078,2198.73877,18.1714859,21.05215263,25.68227959,28.39061928,28.66326904,28.66788483,28.43921089,28.56253433,28.40285873,27.43977737,23.83692551,19.47873878,9.875,1183.929932,1260.502319,1310.658081,1435.394409,1571.944092,22926.57422,27638.66602,32380.39648,37870.46875,44035.91016,1162.962402,1401.985718,1642.512451,1920.999146,2233.744385,7.243915081,7.209578514,7.570003986,7.395581245,7.469964981
BD201800000168,BDGE7SFL,BD,2018,168,BD2017DHS,10964.52051,12564.84277,7650.430176,11385.60938,13293.59473,49.02210236,44.32055283,48.96100616,57.21157074,55.66040039,26.63890076,25.94354248,25.57215309,26.13150406,24.98770332,9.071310997,8.874696732,9.251476288,8.992578506,8.914106369,4,1.498047471,0.184285223,0.243179694,0.215995148,0.194893405,0.139901415,0,0,0,0,0,34.24644852,11,11.98622608,24.22407532,24.08300209,23.78352547,23.87550163,23.64834213,3.839646101,41.99126053,6.122576714,0.006334716,4.908156395,29.96948814,30.64118958,31.30824661,29.95885468,30.04088593,25.41510391,26.18211937,26.65594673,25.43862915,25.56106758,20.8981781,21.76649284,22.05677032,20.96627617,21.12677956,0.009443955,21.80924988,22.2224617,21.99489784,21.61949921,22.30898285,3.340321302,3.350347281,3.372526169,3.296961784,3.239496469,163.7495728,148.4892273,165.1222687,188.6243591,180.311676,2068.164551,1789.707642,1565.936401,2308.626465,2101.974121,18.22823143,21.25339317,25.86808968,28.46047783,28.68696785,28.51979256,28.29857826,28.44956207,28.3050766,27.46632576,23.95407677,19.56221199,8.836914063,1850.290039,1487.76355,1126.633667,1097.718506,1182.802368,0,0,0,0,0,0,0,0,0,0,7.165842056,7.115021229,7.539561272,7.401883602,7.442256927
BD201800000169,BDGE7SFL,BD,2018,169,BD2017DHS,40917.89453,54249.51953,41774.15625,57295.32422,66778.89844,55.66490173,46.88303375,55.04608917,59.87137985,60.12891769,28.68625069,28.57928085,29.19474983,29.39433289,29.43025589,8.99544239,8.931077003,9.302865028,9.025390625,8.921788216,4,10.12792969,0.277891099,0.286278844,0.284390122,0.303233653,0.296305597,0,0,0,0,0,66.41004944,11,35.52635193,25.17287445,25.07333755,24.73201942,25.04000092,25.56533432,132.1006165,5670.144531,229.4952545,0.689374208,25.35669327,29.80655289,30.54869843,31.23507118,29.83797836,29.9789505,25.28129387,26.05768394,26.55642319,25.30125809,25.49509621,20.81111145,21.61762047,21.9322052,20.81258774,21.05716133,2.464638948,21.65949821,21.56739616,20.26928711,20.68566704,21.70041084,3.300607681,3.315451384,3.358941078,3.271310806,3.233420134,183.7279968,155.4384155,184.8965759,195.8579102,194.4220581,2168.934082,1937.146851,1775.289307,2123.167725,2234.751221,17.93683052,20.81006813,25.46238708,28.1783886,28.44248009,28.58522415,28.39391327,28.56941795,28.33434486,27.25769234,23.59086227,19.21602058,1.665039063,5176.732422,5090.950684,4853.871094,4347.613281,4687.376953,38135.85156,45973.90234,53861.25781,62993.39453,73248.92969,1939.42395,2338.033203,2739.149902,3203.570801,3725.122803,7.488580704,7.494327068,7.727595329,7.420872211,7.564032078
